author,genre,link,name,rating,viewed
Yukari Higa,"Iris,Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance","There’s a legendary Bishoujo Game that has become popular among Japanese gentlemen.<br><br>Its name is “ Magical★Explorer” or Magiero for short.<br><br>The game’s protagonist has a cheat-like power with12 different beautiful heroines to flirt with, including additional 12 heroines from the DLC, a harem of 24 beauties. I have become that protagonist!………………Not. Instead, I have become the third-wheel character who always laughing like an idiot next to him.<br><br>Of course I was in despair at first.<br><br>Of course. If I am the protagonist I could have all 24 heroines for myself along with unparalleled cheat power. However, since I am the third-wheel there’s no heroine that would lay their eyes on me.<br><br>But now I couldn’t care less about the protagonist and his heroines. Why? Because I discovered magic. While I was using it, I have become interested in it. I want to master it. I want to become the strongest. Thus I have decided.<br><br>I would abandon half my role as a protagonist’s friend to train my magic and then I would beat the hell out of that cheat who can solo the Demon King.","Magical★Explorer - It Seems I Have Become A Friend Of The Protagonist In An Eroge World, But Because Magic Is Fun I Have Abandoned The Role And Train Myself",4.78,"2,279,571"
Dajiaochong,"Action,Comedy,Harem","When an S-class elite assassin-raised captain of a special ops suicide squad comes home from a high-stakes Africa mission, he finds himself offered something that could potentially set him up for life- a curious assignment that he could use to finally exit his days of war and slaughter. Then placed into a high-school setting, Lin Yi is tasked by the chairman of a top-tier multi-billion company with bodyguard duty for non-other than his own daughter, a certain little Miss of said high-school. His enemies, once ranging from drug lords, mafia bosses, political figures, and national leaders, are soon replaced with spoiled kids who happen to have rich papas and mamas, and Lin Yi finds his intense expertise and high-threat skillset misused, and very underwhelmed… But he does get a harem cast as diverse as his old enemies, so Lin Yi decides that, for the sake of messing around with girls as an invincible entity in a down-leveled environment, leaving his bloody and death-filled war days behind is something he'd definitely want to strive for.",School Beauty's Personal Bodyguard,4.34,"3,145,612"
Updating,"Action,Adventure,Martial arts","After Lu Li traveled to the continent of Xinghai, he was immediately oppressed by the queen, champion Hou, and the second prince Lu Yun, and received the Supreme Red Envelope System, which led to a strong rise and achieved the story of the supreme world.",Supreme Red Packet Emperor,4.34,"1,257,905"
Dazui,"Action,Adventure,Comedy,Ecchi,Fantasy,Romance,Shounen","""So many demon spirits, I want to collect them."" Long Ao Tian. Yuan Ding, goes on a journey of collecting demon spirits.",Demon Spirit Seed Manual,4.38,"24,504,377"
Akira Nakata,"Romance,Yaoi","Kitagawa Ryouno is the company's most popular hottie, and the ace of the Sales Department. But he has a secret he can't tell anyone. He's a coward, whose face turns red from any unexpected turn of events. <br>Therefore, from the day he noticed that he would calm down in front of his strict and awkward senior Natsume, the hope of Development Department, he became attached to him.<br>On the other hand, Natsume has his secret, too. He's gay and has his eyes set on Kitagawa, ever since he joined the company... 4 years ago. <br>Thus begins the impossible office love affair of a Sensitive Salaryman (Straight) x a Workaholic Employee (Gay)!",Koisuru Tetsumenpi,4.63,"103,682"
Iciyuan,"Action,Adventure,Comedy,Fantasy,Harem,Martial arts","Lin Yue crossed to the Hongmeng Continent, but he was accused of being on the same day for one hundred thousand years. No matter how he struggles, he will return to yesterday after dawn. In one hundred thousand years, Lin Yue learned all the knowledge, understood the secrets of countless sect powerhouses, and gradually admitted that he could not escape the cycle of reincarnation. However, on the last day of one hundred thousand years, Lin Yue took away the Seven Demon King's Fiancee, cut off the arm of the son of the Supreme Elder. After a catastrophe, he found that a new day had opened for him…",The Time Of Rebirth,4.69,"1,419,234"
Kashiwagi Ayano,"Comedy,Josei,Romance,Slice of life",[from cotton candy scans],Only For You,3.94,"399,761"
Maruyama Kugane,"Miyama Fugin,Action,Adventure,Comedy,Drama,Fantasy,Harem,Sci fi,Seinen","The story begins with Yggdrasil, a popular online game which is quietly shut down on its last day. Our protagonist Momonga decided to stay until the last moment in his beloved game and wait for the force logout. Unexpectedly, the server did not shut down and Momonga is stuck in his skeleton body and got transferred to another world. ""The powerful Overlord"" needs now to discover a new world and face the continuous challenges. Having no parents, friends, or place in society, this ordinary man strives to take over the new world the game has become.",Overlord,4.82,"24,454,640"
Kamata Kimiko,"Comedy,Drama,Josei,Mystery,Supernatural","A unique owner with an unusual talent, a boy is able to see the Katana's true form! Behold the strange tales of a sword sharpening meister!",Katana,4.92,"457,965"
Shimizu Yuki,"Drama,Yaoi",Itokawa has just moved out to his deceased grandfathers house. After being told that the house has been kept up while his grandfather has pass away he is in for a rude awakening when he gets there. He meets a bunch of interesting people that live there...,Kachou Fuugetsu,4.61,"2,566,514"
Sakai Mayu,"Romance,School life,Shoujo",From Chibi Manga:,Gunjou Reflection,4.49,"208,241"
Shiro (しろ),"Adventure,Comedy,Shounen,Slice of life,Sports","Aoi prefers indoor hobbies and is afraid of heights, but her childhood friend Hinata loves to show off her passion for mountain climbing. As young children they once watched the sunrise from the top of a mountain, and now they've decided to take up mountain climbing in hopes of seeing that sunrise again. They have cooking battles with mountaineering gear, climb small hills in their neighborhood, and meet new mountaineering friends as they learn the ropes of the hobby. When will they finally see that sunrise again?",Yama No Susume,4.44,"233,125"
Minatogawa Kazuomi,"Miku,Action,Adventure,Fantasy",Tenjou Yuuya has been a bullied boy since the past.,"Isekai De Cheat Skill Wo Te Ni Shita Ore Wa, Genjitsu Sekai Wo Mo Musou Suru ~Level Up Wa Jinsei Wo Kaeta~",4.84,"5,330,585"
Haewi,"Fantasy,Shounen ai","On a rainy day, Prince Daniel of Lorwyn takes in a stranger to become his replacement and names him Rael. Then one day, Rael ends up meeting the Emperor, Leonhardt…",Shadow Crown,4.39,"939,896"
Nekome Tochika,"Comedy,Romance,Slice of life",,Renai Gokko Sayokyoku,4.58,"451,352"
Jeogyeom,"Comedy,Fantasy,Romance","The spoiled princess sets out to save the kingdom! Along with her ex-boyfriend? Claudia, the spoiled princess of the Kingdom of Porto, lived a peaceful life. Her older brother was going to be king, while she going to marry a handsome prince. She had no doubt there were nothing but happy days as a woman waiting for her once she received a marriage proposal. However, on the night the marriage proposal was decided, the Demon King attacked and the castle exploded. Claudia, who was chosen by the guardian spirit as a heroine to save the kingdom from the danger, has become a ruined princess and is even dumped by her fiance. In the end, she went on the journey to save the kingdom, but why do she had to go with her ex?!","Save Me, Princess",4.38,"1,450,991"
Terai Akane,"Comedy,Gender bender,Romance,School life,Shounen,Shounen ai","Tatsumi enters highschool with his childhood friend Amasawa Kokoro, nickname Ama-chin, who is a extremely feminine looking trouser-wearing boy that likes to mess with peoples expectations of his gender.",Amachin Wa Jishou ♂,4.62,"1,720,092"
Qiao Jingfu,"Action,Adventure,Drama,Historical,Martial arts,Seinen","The story begins with an eradication of Qingcheng by a group of martial art fanatic from Wudong, whose master and disciples only has one belief – to become the strongest. In order to maintain the supremacy, it takes over all the other martial arts group and kill those refuse to yield themselves to it.
Yan Heng, a young swordman in Qingcheng, was saved by ‘Wudang Hunter' Jing Lie, who also lost his fellows because of Wudong. Being the only remnant of their groups, the two allied and start their journey of revenge.",Blood And Steel,2.83,"1,778,272"
Fumimura Sho,"Drama,Slice of life,Tragedy","Dr. Kumahige summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Dr. Kumahige. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Dr. Kumahige,4.72,"187,088"
Tsumoi Hara,"Adult,Ecchi,Mystery,Seinen,Supernatural",Tooru and his sister Yume end up in hospital after a traffic accident leaving their father brain-dead when suddenly Itou Yuuzen appears out of nowhere and takes them under his “religious cult's” protection. Is this the beginning of a new life for the brother and sister or something is hidden behind the facade of this religious cult?,A Thing Hiding In A Erotic Cult,3.85,"2,816,783"
Kinashi Haruka,"Nanja Monja,Adventure,Drama,Fantasy,Shounen,Isekai","While on a regular school day, Tsukuru along with his classmates got transported to another world. However, at the other side of the summoning there was a hero's auction, where each nation would bid for the heroes to defeat the demon kings of each territory. While his classmates received cheat jobs and got auctioned quickly Tsukuru got the useless job ""Chef"", as no nation bid for him, he got thrown out through a transfer gate. At the other side of the gate was a territory dominated by strong monsters...<br>As he manages to survive the monster's attacks while nearly dying, Tsukuru goes forward on the path of becoming the strongest!",Garbage Hero: A Revenge Story Of A Hero Who Got Summoned To Another World,4.67,"20,234,844"
Yuu Fujisaki,"Comedy,Ecchi,Romance,School life,Seinen,Slice of life,Supernatural","Mui-kun always had the animal magnetism... with animals. Unfortunately, it never worked with girls until his childhood friend Yuzuriha suddenly begin to take on various animal aspects, starting when she was offering a dance to the mountain spirit as a resident shrine maiden . Now she involuntarily takes on the animal spirit whenever she comes across one, most of whom disdain the confinement of human clothing...",Chinchin Kemokemo,4.8,"305,359"
